,paramcode,tag,long_name,obligatory,voluntary,total_samples
826,RF-0679-001-PPP,Fenoxanil,Fenoxanil,12.0,0.0,12.0
990,RF-0873-001-PPP,Pyrazoxyfen,Pyrazoxyfen,12.0,0.0,12.0
822,RF-0675-001-PPP,Fenfluthrin,Fenfluthrin,12.0,0.0,12.0
821,RF-0674-001-PPP,Fenclorim,Fenclorim,12.0,0.0,12.0
820,RF-0673-001-PPP,Fenchlorazol-Ethyl,Fenchlorazol-Ethyl,12.0,0.0,12.0
818,RF-0671-001-PPP,Fenaminosulf,Fenaminosulf,12.0,0.0,12.0
996,RF-0879-001-PPP,Pyriftalid,Pyriftalid,12.0,0.0,12.0
823,RF-0676-001-PPP,Fenfuram,Fenfuram,12.0,0.0,12.0
998,RF-0881-001-PPP,Pyriminobac-Methyl,Pyriminobac-Methyl,12.0,0.0,12.0
999,RF-0882-001-PPP,Pyrithiobac,Pyrithiobac,12.0,0.0,12.0
564,RF-0399-001-PPP,Sulfosulfuron,Sulfosulfuron,12.0,0.0,12.0
428,RF-0281-003-PPP,Metalaxyl and metalaxyl-M (sum),Metalaxyl-M,11.0,0.0,11.0
139,RF-00013001-PAR,Myclobutanil (sum),"Free and conjugated forms of alpha-(3-hydroxybutyl) - alpha - (4-chloro-phenyl) - 1H - 1,2,4 - triazole -1-propanenitrile (RH9090) expressed as myclobutanil",0.0,9.0,9.0
51,RF-00003339-PAR,Daminozide (sum),Daminozide,7.0,2.0,9.0
181,RF-0034-003-PPP,Azocyclotin and Cyhexatin (sum),Azocyclotin,7.0,2.0,9.0
180,RF-0034-002-PPP,Azocyclotin and Cyhexatin (sum),Cyhexatin,7.0,2.0,9.0
374,RF-0223-002-PPP,Formetanate (sum),Formetanate,0.0,9.0,9.0
103,RF-00005725-PAR,Diquat (sum),"Diquat (sum of diquat and its salts, expressed as diquat)",7.0,2.0,9.0
96,RF-00004816-PAR, Saflufenacil (sum),Saflufenacil,8.0,0.0,8.0
82,RF-00004665-PAR,Halauxifen (X11393729),Halauxifen (X11393729),4.0,4.0,8.0
688,RF-0531-001-PPP,Captan/Folpet (sum),Captan/Folpet (sum),2.0,4.0,6.0
966,RF-0844-001-PPP,Phenkapton,Phenkapton,0.0,6.0,6.0
56,RF-00003346-PAR,Terbumeton desethyl,Terbumeton desethyl,6.0,0.0,6.0
88,RF-00004678-PAR,Sedaxane,Sedaxane,0.0,5.0,5.0
144,RF-0003-001-PPP,"1,2-dichloroethane (ethylene dichloride)","1,2-dichloroethane (ethylene dichloride)",0.0,4.0,4.0
98,RF-00005711-PAR,"2-amino-4-methoxy-6-(trifluormethyl)-1,3,5-triazine (AMTT), resulting from the use of tritosulfuron","2-amino-4-methoxy-6-(trifluormethyl)-1,3,5-triazine (AMTT), resulting from the use of tritosulfuron",4.0,0.0,4.0
1110,RF-1051-001-PPP,Chlorpyrifos oxon,Chlorpyrifos oxon,1.0,3.0,4.0
1097,RF-1019-001-PPP,Pyracarbolid,Pyracarbolid,3.0,0.0,3.0
691,RF-0535-003-PPP,Carbophenothion (sum),Carbophenothion (sum),0.0,2.0,2.0
563,RF-0398-001-PPP,Sulcotrione,Sulcotrione,0.0,2.0,2.0
30,RF-00002841-PAR,Mexacarbate,Mexacarbate,1.0,1.0,2.0
1075,RF-0979-001-PPP,Nonachlor,Nonachlor,2.0,0.0,2.0
1058,RF-0951-001-PPP,"Tribromoanisole, 2,4,6-","Tribromoanisole, 2,4,6-",0.0,2.0,2.0
1004,RF-0887-002-PPP,Quizalofop-P-ethyl,Quizalofop-P-ethyl,0.0,1.0,1.0
